ItemName,StockLevel,Cost,ReimbursementPotential,ExpirationDate
Podofilox,10215,15.49,167744.98,2028-04-09
Bedaquiline Fumarate,3614,163.04,624567.72,2028-08-16
Pen Needle, Diabetic,3118960,0.47,1568548.79,2028-04-24
Syring-Needl,Disp,Insul,0.3 Ml,152813,0.50,80202.78,2028-04-23
Pen Needle, Diabetic,178610,0.56,105666.24,2028-04-26
Pen Needle, Diabetic,3118960,0.47,1568548.79,2028-04-25
Syringe And Needle,Insulin,1ml,644564,0.47,322825.01,2028-04-20
Syringe-Needle,Insulin,0.5 Ml,510744,0.48,259698.79,2028-04-19
Syring-Needl,Disp,Insul,0.3 Ml,152813,0.50,80202.78,2028-04-22
Syringe And Needle,Insulin,1ml,644564,0.47,322825.01,2028-04-21
Syringe-Needle,Insulin,0.5 Ml,510744,0.48,259698.79,2028-04-18
Amphetamine,30393,10.75,346373.67,2028-04-17
Polymyxin B Sulf/Trimethoprim,1750,6.45,11969.54,2028-03-24
Pomalidomide,1143614,796.87,965986854.73,2028-03-23
Polymyxin B Sulfate,13035,0.24,3338.82,2028-03-26
Polymyxin B Sulf/Trimethoprim,1750,6.45,11969.54,2028-03-25
Polymyxin B Sulf/Trimethoprim,578419,0.85,522571.21,2028-04-01
Levonorgestrel,19,803.02,16172.88,2028-08-08
Polymyxin B Sulf/Trimethoprim,75275,0.92,73528.25,2028-03-31
Levonorgestrel,19,803.02,16172.88,2028-08-07
Metaxalone,133937,10.11,1435876.10,2028-08-09
Polymyxin B Sulfate,464179,0.21,104590.64,2028-03-28
Polymyxin B Sulfate,25848,0.28,7700.60,2028-03-27
Polymyxin B Sulfate,503063,0.22,116848.99,2028-03-30
Clomipramine HCl,115591,5.87,719745.76,2028-09-09
Betamethasone Dipropionate,17995480,1.77,33753758.21,2028-05-05
Clomipramine HCl,2083738,6.30,13908633.33,2028-09-11
Betamethasone Valerate,14339460,0.91,13869771.66,2028-04-27
Betamethasone Acetate,Sod Phos,20229,1.71,36658.81,2028-04-28
Betamethasone Valerate,3225114,0.85,2915034.33,2028-04-25
Betamethasone Valerate,151600,3.88,622747.93,2028-04-26
Clomipramine HCl,2192571,6.15,14289766.57,2028-09-03
Betamethasone Dipropionate,86630,0.54,49708.21,2028-05-01
Clomipramine HCl,2544537,6.42,17317445.25,2028-09-06
Clomipramine HCl,1591748,5.78,9752958.06,2028-09-05
Betamethasone Acetate,Sod Phos,20229,1.71,36658.81,2028-04-29
Betamethasone Dipropionate,7784424,1.44,11845671.87,2028-04-30
Clomipramine HCl,1301772,6.65,9179332.74,2028-09-07
Acyclovir,128071,0.57,77708.90,2028-06-25
Acyclovir,4734,0.22,1122.53,2028-06-24
Acyclovir,22520,11.26,268888.63,2028-06-23
Acyclovir,60851,11.19,721654.44,2028-06-22
Betamethasone/Propylene Glyc,3491284,0.73,2690272.21,2028-05-15
Clobetasol Propionate,14514,1.74,26727.17,2028-09-20
Ethinyl Estradiol/Drospirenone,175256,1.25,232813.15,2028-01-28
Betamethasone/Propylene Glyc,3322546,0.49,1738533.12,2028-05-16
Diph,Pertuss(Acell),Tet Vac/PF,136138,80.81,11660737.20,2028-06-19
Betamethasone/Propylene Glyc,1173918,1.74,2161492.50,2028-05-13
Ethinyl Estradiol/Drospirenone,112226,1.20,142395.93,2028-01-30
Diph,Pertuss(Acell),Tet Vac/PF,136138,80.81,11660737.20,2028-06-18
Clobetasol Propionate,14514,1.74,26727.17,2028-09-21
Ethinyl Estradiol/Drospirenone,25284,0.62,16701.14,2028-01-29
Betamethasone Dipropionate,5792228,1.45,8891846.04,2028-05-08
Clomipramine HCl,9829960,6.27,65370040.90,2028-09-13
Betamethasone Dipropionate,3029305,0.54,1727616.44,2028-05-09
Betamethasone Dipropionate,1542083,0.55,894330.32,2028-05-06
Clomiphene Citrate,1976,2.41,5037.79,2028-09-15
Clomiphene Citrate,1976,2.41,5037.79,2028-09-14
Betamethasone Dipropionate,36230153,1.52,58211090.52,2028-05-10
Betamethasone/Propylene Glyc,1950815,1.98,4097652.29,2028-05-11
Adapalene,74940,4.00,318002.10,2028-06-14
Adapalene,107747,2.19,250610.40,2028-06-13
Adapalene,364294,3.35,1294889.33,2028-06-15
Adapalene,20160,3.81,81356.48,2028-06-09
Adapalene,38432,3.53,143737.55,2028-06-11
Adapalene,27990,3.67,108898.52,2028-06-06
Interferon Beta-1b,403410,519.11,221977745.85,2028-04-12
Interferon Beta-1b,403410,519.11,221977745.85,2028-04-13
Clonazepam,58133439,0.13,8100101.34,2028-08-20
Adapalene,73245,3.88,301353.12,2028-06-07
Bethanechol Chloride,23725062,0.71,17896765.07,2028-04-05
Betaxolol HCl,143152,8.87,1345866.94,2028-04-06
Bethanechol Chloride,2154370,0.73,1663392.87,2028-04-03
Bethanechol Chloride,7753,0.67,5522.38,2028-04-04
Betaxolol HCl,157210,0.87,144735.55,2028-04-09
Betaxolol HCl,75270,9.07,723418.45,2028-04-10
Betaxolol HCl,485429,0.88,454866.80,2028-04-08
Betaxolol HCl,861061,6.37,5817558.28,2028-04-11
Adapalene/Benzoyl Peroxide,14175,5.58,83820.54,2028-06-02
Adapalene,21780,3.96,91315.30,2028-06-05
Adapalene/Benzoyl Peroxide,27270,4.56,131831.08,2028-06-04
Adapalene/Benzoyl Peroxide,7245,2.04,15666.91,2028-06-01
Betamethasone Valerate,1195782,0.84,1067276.31,2028-04-23
Betamethasone Valerate,2288331,0.79,1906644.25,2028-04-24
Adapalene/Benzoyl Peroxide,5850,5.10,31605.88,2028-05-27
Betamethasone Valerate,5600320,0.91,5372776.66,2028-04-22
Sotalol HCl,71687,19.90,1511967.75,2028-04-16
Clonazepam,110932982,0.14,16512087.18,2028-08-22
Sotalol HCl,71687,19.90,1511967.75,2028-04-17
Clonazepam,876310,0.86,802913.06,2028-08-21
Sotalol HCl,43095,12.20,557389.59,2028-04-14
Sotalol HCl,43095,12.20,557389.59,2028-04-15
Clonazepam,471905046,0.14,69099679.07,2028-08-23
Betamethasone Valerate,542889,0.76,437594.70,2028-04-20
Betamethasone Valerate,986312,0.87,913208.71,2028-04-21
Betamethasone Valerate,169661,3.82,686527.84,2028-04-18
Betamethasone Valerate,179450,3.82,727386.19,2028-04-19
Benztropine Mesylate,26193,0.25,6868.35,2028-06-14
Benztropine Mesylate,422872,0.20,89299.55,2028-06-12
Clobetasol Propionate,60200,1.36,86506.68,2028-10-20
Dronabinol,4882697,4.74,24547533.17,2028-02-27
Benztropine Mesylate,2280748,0.23,550333.12,2028-06-17
Clobetasol Propionate,2217012,1.54,3626855.86,2028-10-23
Benztropine Mesylate,859,21.11,19217.64,2028-06-18
Clobetasol Propionate,1061927,2.73,3070185.08,2028-10-22
Benztropine Mesylate,40533938,0.20,8551278.54,2028-06-15
Benztropine Mesylate,13972728,0.19,2812664.54,2028-06-16
Clobetasol Propionate,1281267,2.25,3061796.03,2028-10-24
Dronabinol,2383752,4.76,12035454.89,2028-02-23
Clobetasol Propionate,1329815,1.65,2325884.93,2028-10-15
Dronabinol,101352,4.42,475143.05,2028-02-22
Clobetasol Propionate,1487784,1.21,1901868.03,2028-10-18
Dronabinol,535773,2.85,1617744.87,2028-02-25
Clobetasol Propionate,23995388,2.33,59162721.91,2028-10-17
Dronabinol,29550,4.30,134604.94,2028-02-26
Doxycycline Monohydrate,731182,0.69,531470.68,2028-03-08
Clobetasol Propionate/Emoll,619769,2.20,1442495.61,2028-11-01
Doxycycline Monohydrate,7550442,0.98,7852151.49,2028-03-10
Doxycycline Monohydrate,4236824,0.68,3049368.75,2028-03-09
Clobetasol Propionate/Emoll,205311,4.03,877157.71,2028-11-03
Clobetasol Propionate/Emoll,249585,2.24,593648.52,2028-11-02
Doxycycline Monohydrate,2692,0.83,2370.05,2028-03-11
Clobetasol Propionate/Emoll,391468,2.21,917147.75,2028-11-05
Doxycycline Monohydrate,455826,0.27,128212.83,2028-03-14
Clobetasol Propionate/Emoll,423560,2.29,1028049.42,2028-11-04
Clobetasol Propionate,81949349,2.21,192252141.55,2028-10-27
Doxycycline Monohydrate,3418,0.57,2067.02,2028-03-05
Triazolam,8998,1.46,13971.47,2028-03-27
Benztropine Mesylate,7299,26.84,207655.37,2028-06-19
Benztropine Mesylate,87079,0.28,25767.49,2028-06-20
Doxycycline Monohydrate,55296,1.20,70149.46,2028-03-06
Olmesartan/Amlodipin/HCThiazid,344127,10.48,3824013.64,2028-03-23
Olmesartan/Amlodipin/HCThiazid,344127,10.48,3824013.64,2028-03-24
Triazolam,4318501,1.86,8532410.34,2028-03-25
Betamethasone/Propylene Glyc,20934344,1.22,27115692.21,2028-05-22
Sod/Pot/K Cit/Sod Cit/Cit Acid,255470,0.10,25885.31,2028-03-18
Betamethasone Dipropionate,354336,2.17,814487.60,2028-05-23
Sod/Pot/K Cit/Sod Cit/Cit Acid,255470,0.10,25885.31,2028-03-19
Prenatal Vit103/Iron Fum/Folic,5077,1.03,5538.20,2028-03-20
Prenatal Vit103/Iron Fum/Folic,5077,1.03,5538.20,2028-03-21
Povidone-Iodine,3466,0.64,2349.85,2028-05-27
Betamethasone Dipropionate,354336,2.17,814487.60,2028-05-24
Pen Needle, Diabetic,981050,0.32,329925.91,2028-02-10
Clobetasol Propionate,2771087,2.11,6205016.26,2028-10-02
Pen Needle, Diabetic,981050,0.32,329925.91,2028-02-09
Betamethasone/Propylene Glyc,171647,1.94,352817.74,2028-05-19
Ethinyl Estradiol/Drospirenone,448716,1.19,564167.76,2028-02-01
Triamcinolone Acetonide,375340,0.42,166531.83,2028-03-15
Betamethasone/Propylene Glyc,6071098,0.92,5892857.52,2028-05-20
Ethinyl Estradiol/Drospirenone,135950,1.19,171404.51,2028-01-31
Fenofibrate Nanocrystallized,365064,0.93,359637.44,2028-03-16
Betamethasone/Propylene Glyc,4094125,2.13,9242189.68,2028-05-17
Clobetasol Propionate,255144,3.34,904365.28,2028-09-26
Drospir/Eth Estra/Levomefol Ca,14476,3.21,49304.11,2028-02-03
Fenofibrate Nanocrystallized,365064,0.93,359637.44,2028-03-17
Clobetasol Propionate,255144,3.34,904365.28,2028-09-25
Clobetasol Propionate,166560,1.77,313159.55,2028-09-28
Clobetasol Propionate,6866957,2.07,15053623.40,2028-09-27
Drospir/Eth Estra/Levomefol Ca,14476,3.21,49304.11,2028-02-04
Trientine HCl,37053,167.04,6560590.62,2028-03-12
Betamethasone/Propylene Glyc,658907,1.64,1144977.99,2028-05-21
Triamcinolone Acetonide,4828,0.08,405.81,2028-03-13
Triamcinolone Acetonide,370512,0.44,174035.82,2028-03-14
C1 Esterase Inhibitor,12473,2901.00,38355240.46,2028-06-02
C1 Esterase Inhibitor,12473,2901.00,38355240.46,2028-06-03
Trientine HCl,17170,159.48,2902538.42,2028-03-09
Besifloxacin HCl,1122210,32.61,38796914.39,2028-06-01
Clobetasol Propionate,592123,1.13,709564.08,2028-10-09
Clobetasol Propionate,1848363,2.59,5075899.71,2028-10-12
Dronabinol,1810600,5.30,10168990.33,2028-02-19
Clobetasol Propionate,1033931,1.38,1507382.56,2028-10-11
Bepotastine Besilate,411732,40.62,17726608.88,2028-06-04
Bepotastine Besilate,411732,40.62,17726608.88,2028-06-05
Clobetasol Propionate,4240236,2.17,9752543.74,2028-10-13
Dronabinol,21670,4.29,98605.44,2028-02-20
Clobetasol Propionate,4883332,2.36,12213526.79,2028-10-05
Triamcinolone Acetonide/PF,90,151.44,14447.22,2028-03-04
Besifloxacin HCl,1122210,32.61,38796914.39,2028-05-31
Clobetasol Propionate,14708837,2.16,33599954.86,2028-10-04
Triamcinolone Acetonide/PF,90,151.44,14447.22,2028-03-05
Povidone-Iodine,3466,0.64,2349.85,2028-05-28
Clobetasol Propionate,851720,3.51,3173106.67,2028-10-07
Trientine HCl,19883,173.22,3650756.47,2028-03-06
Clobetasol Propionate,12276816,2.34,30471690.99,2028-10-06
Trifluoperazine HCl,84017,1.20,106712.51,2028-02-29
Clobetasol Propionate,275990,2.68,783542.89,2028-10-08
Trifluoperazine HCl,939447,1.10,1092257.01,2028-03-01
Trifluoperazine HCl,555216,1.11,650399.11,2028-03-02
Trifluoperazine HCl,5264759,1.09,6081508.53,2028-03-03
Esomeprazole Magnesium,24908262,8.46,223256228.30,2028-11-12
Nevirapine,76009,13.39,1078581.03,2028-11-16
Nevirapine,10732,9.48,107815.71,2028-11-17
Sorafenib Tosylate,1052303,154.60,172443588.38,2028-11-14
Sorafenib Tosylate,1052303,154.60,172443588.38,2028-11-15
Esomeprazole Magnesium,24908262,8.46,223256228.30,2028-11-13
Nevirapine,372293,0.69,271135.92,2028-11-20
Nevirapine,577414,0.51,314115.44,2028-11-21
Nevirapine,87628,12.28,1140638.60,2028-11-18
Nevirapine,174369,12.64,2336619.19,2028-11-19
Gabapentin,4089797,6.77,29356168.34,2028-11-27
Gabapentin,4089797,6.77,29356168.34,2028-11-28
Nepafenac,72524,87.65,6737838.41,2028-11-25
Nepafenac,72524,87.65,6737838.41,2028-11-26
Nevirapine,44328,0.60,28262.33,2028-11-23
Nevirapine,994035,0.58,615577.43,2028-11-24
Niacin,921771,2.09,2037625.51,2028-10-22
Loxapine Succinate,2084967,0.78,1733594.85,2028-06-15
Niacin,921771,2.09,2037625.51,2028-10-23
Niacin,3274169,2.45,8491750.88,2028-10-20
Niacin,3274169,2.45,8491750.88,2028-10-21
Lofexidine HCl,37674,21.05,840674.50,2028-06-12
Nicardipine HCl,623426,1.52,1007198.37,2028-10-18
Nicardipine HCl,1522225,1.59,2566944.27,2028-10-19
Lofexidine HCl,37674,21.05,840674.50,2028-06-10
Ranibizumab,98,32482.75,3374308.07,2028-06-09
Nicardipine HCl,898799,1.63,1552854.23,2028-10-17
Loxapine Succinate,4023038,0.75,3178867.81,2028-06-19
Niacin,671521,2.21,1569828.81,2028-10-25
Loxapine Succinate,20848,0.55,12064.44,2028-06-18
Niacin,872404,2.02,1864811.54,2028-10-26
Loxapine Succinate,1917223,0.70,1426060.81,2028-06-17
Niacin,11331244,2.32,27822363.46,2028-10-24
Enoxaparin Sodium,251325,33.52,8929622.87,2028-06-24
Enoxaparin Sodium,4918,67.37,351191.40,2028-06-23
Niacin,6104767,2.31,14967845.23,2028-10-29
Enoxaparin Sodium,246406,32.43,8470347.45,2028-06-22
Niacin,24843435,2.29,60398463.90,2028-10-30
Norgestrel-Ethinyl Estradiol,386948,0.61,249546.62,2028-06-21
Niacin,5851002,2.28,14153675.35,2028-10-27
Norgestrel-Ethinyl Estradiol,386948,0.61,249546.62,2028-06-20
Niacin,12497,1.81,24033.94,2028-10-28
Bexarotene,93823,191.11,19006339.87,2028-03-15
Bexarotene,24458,171.86,4455606.36,2028-03-13
Glycopyrrolate/Formoterol Fum,1473105,33.64,52522127.27,2028-03-18
Glycopyrrolate/Formoterol Fum,1473105,33.64,52522127.27,2028-03-19
Bexarotene,353891,176.64,66260816.85,2028-03-17
Timolol,16436,22.49,391808.09,2028-03-22
Betaxolol HCl,255140,30.73,8310660.98,2028-03-20
Betaxolol HCl,255140,30.73,8310660.98,2028-03-21
Bethanechol Chloride,1371,0.66,964.31,2028-04-02
Tobramycin,10080,26.72,285535.66,2028-03-25
Tobramycin,10080,26.72,285535.66,2028-03-26
Timolol,230887,24.25,5934320.07,2028-03-23
Timolol,247323,24.10,6318748.15,2028-03-24
Bethanechol Chloride,3625706,0.79,3033562.52,2028-03-29
Bethanechol Chloride,3146,0.49,1643.60,2028-03-30
Bethanechol Chloride,4204520,0.72,3207297.90,2028-03-27
Bethanechol Chloride,3436505,0.63,2311213.74,2028-03-28
Bethanechol Chloride,10291689,0.69,7530479.82,2028-04-01
Filgrastim,65477,604.36,41945898.99,2028-12-01
Filgrastim,65477,604.36,41945898.99,2028-12-02
Rotigotine,4059523,21.71,93414900.90,2028-11-29
Rotigotine,4059523,21.71,93414900.90,2028-11-30
Pravastatin Sodium,2998281,0.35,1105632.69,2028-11-14
Prasugrel HCl,5719516,5.06,30666722.57,2028-11-20
Prasugrel HCl,130785,4.19,580388.18,2028-11-19
Prasugrel HCl,2546774,4.37,11807929.58,2028-11-22
Prasugrel HCl,3676216,5.14,20010692.61,2028-11-21
Pravastatin Sodium,35150290,0.32,12080570.82,2028-11-16
Pravastatin Sodium,236366331,0.38,96026150.82,2028-11-15
Pravastatin Sodium,829925798,0.37,323353709.40,2028-11-17
Pravastatin Sodium,260126726,0.38,105323155.37,2028-11-03
Pravastatin Sodium,24585292,0.42,10902638.27,2028-11-09
Pravastatin Sodium,19611557,0.30,6326397.82,2028-11-08
Pravastatin Sodium,64785,0.67,46031.18,2028-11-11
Pravastatin Sodium,101653,0.61,66132.25,2028-11-10
Pravastatin Sodium,1876302,0.44,882409.76,2028-11-04
Pravastatin Sodium,96376655,0.33,33493609.68,2028-11-07
Pravastatin Sodium,22786425,0.32,7779227.05,2028-11-06
Pravastatin Sodium,129878364,0.36,49368693.74,2028-11-02
Pravastatin Sodium,3134,0.94,3122.23,2028-11-01
Treprostinil Diolamine,1656706,60.52,106274672.69,2028-03-31
Abatacept,95137,1049.88,105874957.64,2028-04-01
Nitisinone,840,102.64,91388.18,2028-03-29
Treprostinil Diolamine,1656706,60.52,106274672.69,2028-03-30
Nitisinone,840,102.64,91388.18,2028-03-28
Elagolix Sodium,5684,26.21,157905.94,2028-03-23
Abatacept,95137,1049.88,105874957.64,2028-04-02
Prazosin HCl,49797486,0.64,33972897.40,2028-10-29
Prazosin HCl,16466695,0.68,11844828.78,2028-10-28
Praziquantel,7051,66.59,497660.66,2028-10-31
Praziquantel,7051,66.59,497660.66,2028-10-30
Prazosin HCl,109668,0.76,88570.62,2028-10-25
Prazosin HCl,27604486,0.62,18113976.64,2028-10-24
Prazosin HCl,182383,0.56,108271.94,2028-10-26
Citric Acid/Sodium Citrate,201716,0.06,12559.59,2028-04-11
Gr Pol-Orc/Sw Ver/Rye/Kent/Tim,10890,14.74,170133.43,2028-04-09
Gr Pol-Orc/Sw Ver/Rye/Kent/Tim,10890,14.74,170133.43,2028-04-10
Oritavancin Diphosphate,1066,64.25,72604.13,2028-04-07
Oritavancin Diphosphate,1066,64.25,72604.13,2028-04-08
Abatacept,168745,1046.78,187237681.58,2028-04-05
Abatacept,168745,1046.78,187237681.58,2028-04-06
Abatacept/Maltose,24278,995.35,25615088.84,2028-04-03
Abatacept/Maltose,24278,995.35,25615088.84,2028-04-04
Acyclovir,4345323,0.12,554708.87,2028-06-30
Acyclovir,124278,10.99,1447404.33,2028-07-01
Acyclovir,5405,0.23,1313.65,2028-06-28
Acyclovir,8887826,0.19,1785374.36,2028-06-29
Acyclovir,33621632,0.25,8741212.91,2028-06-26
Desmopressin Acetate,852174,1.09,981593.51,2028-12-29
Desmopressin Acetate,5384570,1.56,8929426.95,2028-12-28
Desmopressin Acetate,55935,1.27,75559.75,2028-12-31
Desmopressin Acetate,106519,23.15,2613974.55,2029-01-01
Desmopressin Acetate,2096043,1.28,2842133.06,2029-01-03
Desmopressin Acetate,12006806,2.70,34349713.97,2029-01-06
Acyclovir,388028,10.40,4277941.02,2028-07-05
Acyclovir,52681,10.76,600989.50,2028-07-03
Desmopressin (Nonrefrigerated),84457,25.20,2256325.10,2029-01-07
Desmopressin (Nonrefrigerated),112633,24.85,2966486.70,2029-01-08
Desmopressin (Nonrefrigerated),197090,25.01,5224777.80,2029-01-11
Desloratadine,63485,4.24,285433.07,2028-01-14
Desloratadine,941319,1.05,1049347.83,2028-01-16
Desloratadine,6365172,0.96,6471445.10,2028-01-15
Desloratadine,87373,0.90,83399.89,2028-01-17
Interferon Gamma-1b,Recomb.,2118,8967.33,20132369.92,2028-08-13
Apremilast,5808922,54.81,337483430.12,2028-01-31
Interferon Gamma-1b,Recomb.,2118,8967.33,20132369.92,2028-08-14
Ospemifene,212468,6.58,1482401.42,2028-02-01
Metoprolol Succinate,725721597,0.47,360722920.43,2028-09-21
Apremilast,5808922,54.81,337483430.12,2028-01-30
Risedronate Sodium,36899,173.70,6793981.01,2028-08-09
Metoprolol Succinate,1384,0.64,933.71,2028-09-20
Risedronate Sodium,36899,173.70,6793981.01,2028-08-10
Ciprofloxacin HCl/Fluocinolone,18810,17.03,339520.82,2028-01-28
Pioglitazone HCl/Metformin HCl,47787,9.66,489120.17,2028-08-07
Metoprolol Succinate,64366,0.60,41033.37,2028-09-18
Methotrexate/PF,17470,405.30,7505341.07,2028-01-25
Pioglitazone HCl/Metformin HCl,47787,9.66,489120.17,2028-08-08
Ciprofloxacin HCl/Fluocinolone,18810,17.03,339520.82,2028-01-26
Pioglitazone HCl,159372,17.42,2943538.33,2028-08-05
Metoprolol Tartrate,2077717499,0.07,157466009.31,2028-09-16
Oxacillin In Dextrose(Iso-Osm),787333,0.44,367401.51,2028-01-23
Pioglitazone HCl,159372,17.42,2943538.33,2028-08-06
Metoprolol Tartrate,222733,0.06,15158.95,2028-09-15
Methotrexate/PF,17470,405.30,7505341.07,2028-01-24
Sodium Chloride For Inhalation,195947,0.06,11824.01,2028-06-22
Sodium Chloride Irrig Solution,252145465,0.00,1318955.65,2028-06-21
Lapatinib Ditosylate,637835,50.72,34289606.46,2028-10-29
Sodium Chloride Irrig Solution,39434156,0.00,109967.73,2028-06-17
0.9 % Sodium Chloride,407104819,0.02,9153387.15,2028-06-16
Typhoid Vi Polysacch Vaccine,15124,147.99,2372550.54,2028-10-24
Sodium Chloride Irrig Solution,60986408,0.01,397545.51,2028-06-19
Typhoid Vi Polysacch Vaccine,15124,147.99,2372550.54,2028-10-25
Sodium Chloride Irrig Solution,151724901,0.01,808581.48,2028-06-18
Abaloparatide,46573,1118.20,55202635.91,2028-10-26
0.9 % Sodium Chloride,81000,0.01,581.76,2028-06-13
0.9 % Sodium Chloride,149927,0.09,14503.75,2028-06-12
Natalizumab,80190,426.56,36258572.88,2028-10-20
Natalizumab,80190,426.56,36258572.88,2028-10-21
0.9 % Sodium Chloride,2904940,0.08,249607.64,2028-06-14
Abaloparatide,46573,1118.20,55202635.91,2028-10-27
Lapatinib Ditosylate,637835,50.72,34289606.46,2028-10-28
Ketorolac Tromethamine,1170,47.66,59106.61,2028-08-02
Ketorolac Tromethamine,2401,37.26,94826.53,2028-08-03
Ketorolac Tromethamine/PF,34304,10.23,371805.27,2028-07-31
Metoprolol Succinate,244341846,0.42,109266745.39,2028-10-03
Alogliptin Benz/Pioglitazone,108170,12.05,1382091.19,2028-02-09
Ketorolac Tromethamine,1170,47.66,59106.61,2028-08-01
Metoprolol Succinate,10540898,0.44,4861423.30,2028-10-02
Acyclovir Sodium,98255,0.81,84295.04,2028-07-29
Ketorolac Tromethamine/PF,34304,10.23,371805.27,2028-07-30
Metoprolol Succinate,72667,0.45,34560.86,2028-09-30
Alogliptin Benz/Pioglitazone,108170,12.05,1382091.19,2028-02-08
Acyclovir Sodium,40780,0.63,27334.08,2028-07-27
Acyclovir Sodium,57475,0.89,54466.86,2028-07-28
Metoprolol Succinate,45082308,0.51,24409551.99,2028-09-28
Metoprolol Succinate,377565061,0.46,183363548.03,2028-09-27
Sod Phosphate Mbas/Sod Phos,Di,110403,6.77,792519.90,2028-02-03
Acyclovir,121554261,0.71,91770554.98,2028-07-26
Metoprolol Succinate,9972,0.42,4395.37,2028-09-26
Sod Phosphate Mbas/Sod Phos,Di,110403,6.77,792519.90,2028-02-04
Metoprolol Succinate,56832924,0.47,28597884.32,2028-09-24
Ospemifene,212468,6.58,1482401.42,2028-02-02
Potassium Chloride,75807,0.44,35189.61,2028-01-29
Potassium Chloride,988763,6.52,6830989.44,2028-01-31
Citric Acid/Sodium Citrate,2735432,0.03,84624.81,2028-06-08
Potassium Chloride,165927256,0.35,62012755.89,2028-01-30
Citric Acid/Sodium Citrate,2735432,0.03,84624.81,2028-06-07
Potassium Chloride,2931849,0.49,1533617.93,2028-01-25
Potassium Chloride,220255843,0.37,86438563.68,2028-01-24
Budesonide,110554,8.96,1049736.67,2028-10-09
Potassium Chloride,3096713,0.56,1833336.66,2028-01-27
Budesonide,361066,58.40,22352842.47,2028-10-10
Potassium Chloride,45328503,0.46,22004251.43,2028-01-26
Budesonide,471620,52.35,26171924.96,2028-10-11
0.9 % Sodium Chloride,310893548,0.02,7177327.90,2028-06-10
Treprostinil/Neb Accessories,14940,200.44,3174259.79,2028-10-16
Potassium Chloride,290198,0.05,16735.74,2028-02-01
0.9 % Sodium Chloride,93075403,0.00,473424.40,2028-06-09
